src_ip,dst_ip,Dst Port,Protocol,timespan,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
192.168.234.178,51.144.128.90,443,6,2025-08-30 13:45:22,90.46074795722961,4.620788678395993,0.07738162858557882,0.04421807347747361,0.03316355510810521,4,3,220,198,55,55,55.0,0.0,66,66,66.0,0.0,66,55,59.714285714285715,5.443588252359329,29.63265306122449,80,60,20,4,15.076791326204935,45.08548283576965,0.0,21.191620722959556,90.31964993476868,45.20124793052673,0.0,30.106549978256226,21.28857251448619,90.34923481941223,45.22658085823059,45.12265396118164,45.174617409706116,0.0519634485244751,0,0,0,0,0,7,0,0,0.75,59.714285714285715,253,299,0,0,0,0,0,0,0,0,55.0,66.0,4,3,220,198

192.168.234.178,98.66.133.186,443,6,2025-08-30 13:44:42,174.51845788955688,1.885187412142995,0.022920211697787175,0.017190158773340382,0.005730052924446794,3,1,263,66,153,55,87.66666666666667,46.197643037521104,66,66,66.0,0.0,153,55,82.25,41.09364306069735,1688.6875,60,20,20,3,58.17281929651896,174.42199301719666,0.0,82.20058847892808,174.51845788955688,174.51845788955688,0.0,87.25922894477844,87.25922894477844,0,0,0,0,0,1,0,0,0,1,4,0,0,0.3333333333333333,82.25,255,7720,0,0,0,0,0,0,0,0,87.66666666666667,66.0,3,1,263,66

192.168.234.178,52.98.179.50,443,17,2025-08-30 13:46:39,100.5848639011383,90.65976376885868,1.2228480034619604,0.6163949285743215,0.606453074887639,62,61,4794,4325,81,77,77.3225806451613,1.089157613944138,81,70,70.90163934426229,3.017462390778633,81,70,74.13821138211382,3.926820852050433,15.41992200409809,1240,1220,20,62,0.824466097550314,6.515455007553101,0.0,1.4901973247730964,100.42327284812927,6.642422914505005,0.0,1.6462831614447422,1.8930705208583323,100.43876910209656,6.731844902038574,0.32700300216674805,1.6739794850349425,1.8781966945601214,0,0,0,0,0,0,0,0,0.9838709677419355,74.13821138211382,0,0,0,0,0,0,0,0,0,0,77.3225806451613,70.90163934426229,62,61,4794,4325

192.168.234.178,138.199.36.110,443,6,2025-08-30 13:46:39,101.73344492912292,19.993424988380916,0.34403631985906197,0.17693296449894616,0.1671033553601158,18,17,984,1050,55,54,54.666666666666664,0.4714045207910317,66,54,61.76470588235294,5.734615344448913,66,54,58.114285714285714,5.354685150522343,28.67265306122449,360,340,20,12,2.9921601449742035,10.11481499671936,0.0,4.557687929072168,101.61667990684509,10.214789867401123,0.0,5.977451759226182,4.955603813829968,101.62234592437744,10.207762956619263,0.0038318634033203125,6.35139662027359,4.864515013621054,0,0,0,0,0,35,0,0,0.9444444444444444,58.114285714285714,257,501,0,0,0,0,0,0,0,0,54.666666666666664,61.76470588235294,18,17,984,1050

192.168.234.178,149.154.167.99,443,6,2025-08-30 13:46:41,90.88971185684204,123.4133079623753,0.3740797424196095,0.17603752584452212,0.1980422165750874,16,18,3604,7613,1294,54,225.25,352.38677259511314,1294,54,422.94444444444446,482.8595922237324,1294,54,329.9117647058824,437.72946034031906,191607.08044982696,320,360,20,8,2.754233692631577,45.178810119628906,0.0,10.755110952824387,90.78736901283264,45.29604911804199,0.0,6.052491267522176,15.366486045108774,90.77898502349854,45.281152963638306,0.0,5.339940295499914,14.557305034542322,5,0,3,0,13,32,0,0,1.125,329.9117647058824,64240,65535,0,0,0,0,0,0,0,0,225.25,422.94444444444446,16,18,3604,7613

192.168.234.178,52.98.179.50,443,6,2025-08-30 13:47:03,90.50859117507935,4.6183461102761285,0.0773407243347677,0.04419469961986726,0.03314602471490044,4,3,220,198,55,55,55.0,0.0,66,66,66.0,0.0,66,55,59.714285714285715,5.443588252359329,29.63265306122449,80,60,20,4,15.084765195846558,45.17819094657898,0.0,21.22425923669025,90.40603709220886,45.28859210014343,0.0,30.135345697402954,21.30902184615142,90.39819002151489,45.27324986457825,45.124940156936646,45.199095010757446,0.07415485382080078,0,0,0,0,0,7,0,0,0.75,59.714285714285715,255,16385,0,0,0,0,0,0,0,0,55.0,66.0,4,3,220,198

192.168.234.178,192.168.234.30,53,17,2025-08-30 13:44:41,0.003139972686767578,127071.16902050114,955.4223234624146,636.9482156416097,318.4741078208049,2,1,184,215,92,92,92.0,0.0,215,215,215.0,0.0,215,92,133.0,57.982756057296896,3362.0,40,20,20,2,0.001569986343383789,0.003139972686767578,0.0,0.001569986343383789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,133.0,0,0,0,0,0,0,0,0,0,0,92.0,215.0,2,1,184,215

192.168.234.178,192.168.234.30,53,17,2025-08-30 13:44:41,0.061472177505493164,7157.709680296936,48.80256600202457,32.53504400134971,16.267522000674855,2,1,184,256,92,92,92.0,0.0,256,256,256.0,0.0,256,92,146.66666666666666,77.31034140972919,5976.888888888888,40,20,20,2,0.030736088752746582,0.061472177505493164,0.0,0.030736088752746582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,146.66666666666666,0,0,0,0,0,0,0,0,0,0,92.0,256.0,2,1,184,256

149.154.167.99,192.168.234.178,51253,6,2025-08-30 13:44:42,0.14345693588256836,4098.791016150852,62.73659718598243,34.85366510332357,27.882932082658858,5,4,372,216,93,54,74.4,17.53396703544295,54,54,54.0,0.0,93,54,65.33333333333333,16.539514973407037,273.55555555555554,100,80,20,3,0.017932116985321045,0.08826494216918945,0.0,0.032026745485733026,0.1434028148651123,0.0884709358215332,0.0,0.035850703716278076,0.037760846099454765,0.14318203926086426,0.08831906318664551,0.00011897087097167969,0.047727346420288086,0.036347757349257034,3,2,0,3,3,7,0,0,0.8,65.33333333333333,65535,63533,0,0,0,0,0,0,0,0,74.4,54.0,5,4,372,216

192.168.234.178,20.189.173.8,443,6,2025-08-30 13:44:47,1.5150740146636963,6237.319040877111,15.180776501605667,7.920405131272521,7.260371370333145,12,11,3686,5764,1464,54,307.1666666666667,415.32895262537244,1464,54,524.0,590.7853017190532,1464,54,410.8695652173913,518.3213963780478,268657.06994328933,240,220,20,5,0.06886700066653165,0.39470481872558594,0.0,0.12858934783701234,1.1203691959381104,0.32126498222351074,0.0,0.10185174508528276,0.13473129870790315,1.1939609050750732,0.39525794982910156,0.0,0.11939609050750732,0.15027917412590383,4,2,3,0,8,21,0,0,0.9166666666666666,410.8695652173913,64240,65535,0,0,0,0,0,0,0,0,307.1666666666667,524.0,12,11,3686,5764

192.168.234.178,20.189.173.8,443,6,2025-08-30 13:44:50,1.9753608703613281,11131.63692261345,17.212044902854032,10.12473229579649,7.087312607057542,20,14,16063,5926,1464,54,803.15,663.1058946352384,1464,54,423.2857142857143,558.0573995786543,1464,54,646.7352941176471,649.4909458601599,421838.48875432514,400,280,20,13,0.05985942031397964,0.42603182792663574,0.0,0.12436353574426161,1.7477779388427734,0.4261038303375244,0.0,0.09198831257067229,0.15606264476987478,1.6616289615631104,0.48125290870666504,0.0,0.12781761242793158,0.16918065844695235,4,2,3,0,8,32,0,0,0.7,646.7352941176471,64240,65535,0,0,0,0,0,0,0,0,803.15,423.2857142857143,20,14,16063,5926

192.168.234.178,192.168.234.30,53,17,2025-08-30 13:44:54,0.1301898956298828,2504.0345752084036,23.043262962040522,15.362175308027016,7.681087654013508,2,1,152,174,76,76,76.0,0.0,174,174,174.0,0.0,174,76,108.66666666666667,46.197643037521104,2134.222222222222,40,20,20,2,0.0650949478149414,0.1301898956298828,0.0,0.0650949478149414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,108.66666666666667,0,0,0,0,0,0,0,0,0,0,76.0,174.0,2,1,152,174

192.168.234.178,192.168.234.30,53,17,2025-08-30 13:44:54,0.0,0,0,0,0,2,0,152,0,76,76,76.0,0.0,0,0,0,0.0,76,76,76.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,76.0,0,0,0,0,0,0,0,0,0,0,76.0,0,2,0,152,0

192.168.234.178,192.168.234.30,53,17,2025-08-30 13:44:54,0.14184999465942383,1917.5185776570604,21.14910195945287,14.099401306301916,7.049700653150958,2,1,160,112,80,80,80.0,0.0,112,112,112.0,0.0,112,80,90.66666666666667,15.084944665313014,227.55555555555557,40,20,20,2,0.07092499732971191,0.14184999465942383,0.0,0.07092499732971191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,90.66666666666667,0,0,0,0,0,0,0,0,0,0,80.0,112.0,2,1,160,112

192.168.234.178,192.168.234.30,53,17,2025-08-30 13:44:54,0.0,0,0,0,0,2,0,160,0,80,80,80.0,0.0,0,0,0,0.0,80,80,80.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80.0,0,0,0,0,0,0,0,0,0,0,80.0,0,2,0,160,0

192.168.234.178,192.168.234.30,53,17,2025-08-30 13:44:54,0.1401679515838623,1826.380403703307,21.402895355898128,14.268596903932085,7.134298451966043,2,1,160,96,80,80,80.0,0.0,96,96,96.0,0.0,96,80,85.33333333333333,7.542472332656507,56.88888888888889,40,20,20,2,0.07008397579193115,0.1401679515838623,0.0,0.07008397579193115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,85.33333333333333,0,0,0,0,0,0,0,0,0,0,80.0,96.0,2,1,160,96

192.168.234.178,192.168.234.30,53,17,2025-08-30 13:44:54,0.0,0,0,0,0,2,0,160,0,80,80,80.0,0.0,0,0,0,0.0,80,80,80.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,80.0,0,0,0,0,0,0,0,0,0,0,80.0,0,2,0,160,0

192.168.234.178,142.251.37.234,443,17,2025-08-30 13:44:54,0.558060884475708,34145.019889544776,44.79797938801467,23.294949281767625,21.50303010624704,13,12,10796,8259,1292,73,830.4615384615385,583.9712341946853,1292,66,688.25,563.4654862249033,1292,66,762.2,578.5986519168533,334776.4,260,240,20,13,0.0232525368531545,0.3189370632171631,0.0,0.06389595121223114,0.558060884475708,0.3189370632171631,0.0,0.046505073706309,0.08791934992506498,0.18273591995239258,0.07852292060852051,0.0,0.016612356359308415,0.026814515823422272,0,0,0,0,0,0,0,0,0.9230769230769231,762.2,0,0,0,0,0,0,0,0,0,0,830.4615384615385,688.25,13,12,10796,8259

192.168.234.178,151.101.1.229,443,17,2025-08-30 13:44:54,0.5214591026306152,19439.683666200614,21.094655255815994,11.506175594081451,9.588479661734544,6,5,5484,4653,1292,84,914.0,536.2772914578178,1322,67,930.6,510.2664402055068,1322,67,921.5454545454545,524.679185725796,275288.24793388427,120,100,20,6,0.05214591026306152,0.34240293502807617,0.0,0.09916004993975958,0.5214591026306152,0.34240293502807617,0.0,0.10429182052612304,0.1258053013364141,0.14040112495422363,0.07502603530883789,0.0,0.03510028123855591,0.03526573885587232,0,0,0,0,0,0,0,0,0.8333333333333334,921.5454545454545,0,0,0,0,0,0,0,0,0,0,914.0,930.6,6,5,5484,4653

192.168.234.178,192.168.234.30,53,17,2025-08-30 13:44:54,0.2942240238189697,812.3062042923185,10.196312187769689,6.797541458513125,3.3987707292565625,2,1,138,101,69,69,69.0,0.0,101,101,101.0,0.0,101,69,79.66666666666667,15.084944665313014,227.55555555555557,40,20,20,2,0.14711201190948486,0.2942240238189697,0.0,0.14711201190948486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,79.66666666666667,0,0,0,0,0,0,0,0,0,0,69.0,101.0,2,1,138,101

192.168.234.178,192.168.234.30,53,17,2025-08-30 13:44:54,0.0,0,0,0,0,2,0,138,0,69,69,69.0,0.0,0,0,0,0.0,69,69,69.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,69.0,0,0,0,0,0,0,0,0,0,0,69.0,0,2,0,138,0

